Name,Type,Slot,Stats,Classes,Races,Effect,WT,Size,Magic Item,Lore Item,No Drop,30d Avg,90d Avg,All Time Avg
Bamboo Splint Sleeves,,,,WAR CLR PAL RNG SHD BRD ROG SHM,ALL except DWF TRL OGR HFL GNM,,,,False,False,False,,,,,
Banded Sleeves,,,,WAR CLR PAL RNG SHD BRD ROG SHM,ALL except DWF TRL OGR HFL GNM,,,,False,False,False,,,,,
Barbed Armplates,,,DEX: +2,WAR CLR PAL RNG SHD BRD ROG SHM,ALL,,,,True,False,False,,,,,
Barbed Ringmail Sleeves,,,DEX: +3  WIS: +3,WAR CLR PAL RNG SHD BRD ROG SHM,ALL,,,,True,False,False,,,,,
Beguiler's Sleeves,,,CHA: +4  INT: +5  HP: +10  MANA: +20 SV POISON: +2,ENC,HUM ERU HIE DEF GNM,,,,True,False,True,,,,,
Beldron's Vambraces of Impiety,,,STR: +10  HP: +50 SV MAGIC: +10,WAR CLR PAL SHD BRD,ALL,,,,True,True,True,,,,,
Berserker's Vambraces,,,STR: +4  AGI: +5  HP: +25 SV DISEASE: +2,WAR,ALL,,,,True,False,True,,,,,
Black Ice Sleeves,,,STR: +4  DEX: +4,WAR CLR PAL RNG SHD BRD ROG SHM,ALL,,,,True,True,False,,,,,
Black Pantherskin Sleeves,,,STR: +4  DEX: +5  STA: +5  AGI: +5,MNK,HUM BAR ELF TRL OGR IKS,,,,True,False,False,,,,,
Black Wolf Armplates,,,,ROG,BAR,,,,True,False,False,,,,,
Blackened Alloy Armplates,,,,WAR CLR PAL RNG SHD BRD ROG SHM,ALL,,,,True,False,False,,,,,
Blackened Iron Armplates,,,,WAR CLR PAL RNG SHD BRD ROG SHM,ALL,,,,True,False,False,,,,,
Blazing Vambraces,,,DEX: +8  CHA: +5  AGI: +8 SV FIRE: +20,WAR CLR PAL SHD BRD,ALL except IKS,Shield of Flame,,,True,True,True,,,,,
Blighted Sleeves,,,INT: +7  HP: +15 SV FIRE: +10,NEC,HUM ERU DEF GNM IKS,,,,True,False,True,,,,,
Blood Ember Vambraces,,,,SHD,HUM ERU DEF TRL OGR,Vampiric Embrace,,,True,True,False,,,,,
Blood Lord's Vambraces,,,DEX: +10  HP: +50  MANA: +20 SV FIRE: +4  SV MAGIC: +7,SHD,HUM ERU DEF TRL OGR GNM IKS,,,,True,False,True,,,,,
Bloodforge Armplates,,,,WAR CLR PAL,DWF,,,,True,False,False,,,,,
Blue Wicker Sleeves,,,,ALL except NEC WIZ MAG ENC,ALL except DWF HFL GNM,,,,False,False,False,,,,,
Bone Armplates,,,STR: +5  DEX: -4,ALL,ALL,,,,True,False,False,,,,,
Brigand's Vambraces,,,STR: +7  HP: +25 SV COLD: +2  SV MAGIC: +3,ROG,ALL except ERU HIE TRL OGR IKS,,,,True,False,True,,,,,
Bristle Silk Sleeves,,,,ALL,ALL except DWF HFL GNM,,,,False,False,False,,,,,
Bronze Vambraces,,,,WAR CLR PAL SHD BRD,ALL except DWF TRL OGR HFL GNM IKS,,,,False,False,False,,,,,
Burynai Hide Sleeves,,,DEX: +2  STA: +2,ALL except NEC WIZ MAG ENC,ALL except DWF HFL GNM,,,,False,False,False,,,,,
Cabilis Scale Sleeves,,,,WAR SHD SHM,IKS,,,,False,False,False,,,,,
Carmine Sleeves,,,INT: +7  HP: +20 SV FIRE: +10,WIZ,HUM ERU HIE DEF GNM,,,,True,False,True,,,,,
Cerulean Vambraces,,,STR: +2,WAR CLR PAL SHD BRD,ALL,,,,True,False,False,,,,,
Champion's Vambraces,,,STR: +4  DEX: +5  HP: +25 SV COLD: +2,WAR,ALL,,,,True,False,True,,,,,
Clockwork Watchman Vambraces,,,,WAR CLR,GNM,Cog Boost,,,False,False,False,,,,,
Cloth Sleeves,,,,ALL,ALL except DWF HFL GNM,,,,False,False,False,,,,,
Cobalt Drake Sleeves,,,CHA: +8  MANA: +22 SV COLD: +6,ALL except MNK NEC WIZ MAG ENC,ALL,,,,True,False,False,,,,,
Cobalt Vambraces,,,,WAR,ALL except IKS,Lesser Shielding,,,True,True,False,,,,,
Cold Iron Vambraces,,,SV MAGIC: +2,WAR CLR PAL SHD BRD,ALL except DWF TRL OGR HFL GNM IKS,,,,False,False,False,,,,,
Cold Steel Vambraces,,,,WAR CLR PAL SHD BRD,ALL,,,,False,False,False,,,,,
Corroded Chain Sleeves,,,,RNG ROG SHM,ALL,,,,True,True,True,,,,,
Corroded Plate Vambraces,,,,WAR CLR PAL SHD BRD,ALL,,,,True,True,True,,,,,
Cougarskin Sleeves,,,DEX: +3  STA: +3  WIS: +3,WAR CLR PAL RNG SHD DRU MNK BRD ROG SHM,,,,,True,False,True,,,,,
Crafted Vambraces,,,STR: +1 SV DISEASE: +2  SV POISON: +2,WAR,ALL except IKS,,,,True,True,False,,,,,
Crazy Cleric Arm Plate,,,STR: +5  STA: +5  MANA: +25 SV FIRE: +5  SV COLD: +5,CLR,ALL except BAR HEF TRL OGR IKS,,,,True,True,True,,,,,
Crescent Arm Wraps,,,STA: +4  CHA: +2  HP: +10,MNK,HUM IKS,,,,True,False,True,,,,,
Crustacean Shell Vambraces,,,STR: +8  DEX: -4  STA: +12  CHA: -4,WAR CLR PAL SHD BRD,ALL except IKS,,,,True,False,False,,,,,
Cryosilk Sleeves,,,INT: +7  HP: +15 SV FIRE: +9,NEC WIZ MAG ENC,HUM ERU HIE DEF GNM IKS,,,,True,False,True,,,,,
Crystal Chitin Armplates,,,STR: +5  STA: +5  HP: +10,ALL except MNK NEC WIZ MAG ENC,ALL,,,,True,True,False,,,,,
Crystalline Silk Sleeves,,,SV MAGIC: +2,ALL,ALL,,,,False,False,False,,,,,
Crystallized Shadow Sleeves,,,STR: +2  DEX: +3  CHA: +1  MANA: +5,ALL except RNG DRU NEC WIZ MAG ENC,ALL except HIE HEF DWF HFL,,,,True,True,True,,,,,
Cured Silk Sleeves,,,,MNK,HUM BAR TRL OGR IKS,,,,False,False,False,,,,,
Curscale Sleeves,,,,ALL except NEC WIZ MAG ENC,ALL,,,,False,False,False,,,,,
Damask Sleeves,,,,NEC WIZ MAG ENC,ALL except BAR ELF HEF DWF HFL,,,,True,False,False,,,,,
Dark Muslin Sleeves,,,,DRU MNK NEC WIZ MAG ENC,ALL except HEF DWF HFL,,,,True,False,False,,,,,
Dark Runed Vambraces,,,STR: +7  MANA: +30 SV COLD: +2  SV MAGIC: +3,SHD,ALL,,,,True,False,True,,,,,
Dark Scale Sleeves,,,STR: +10 SV FIRE: +2  SV DISEASE: +2  SV COLD: +2  SV MAGIC: +2  SV POISON: +2,WAR PAL RNG SHD BRD ROG,ALL,,,,True,True,False,,,,,
Darkforge Vambraces,,,STR: +4,SHD,HUM ERU DEF TRL OGR GNM,,,,True,True,False,,,,,
Dazzling Sleeves,,,CHA: +4  INT: +5  HP: +10  MANA: +20 SV FIRE: +4  SV COLD: +4  SV MAGIC: +2,ENC,HUM ERU HIE DEF GNM,,,,True,False,True,,,,,
Deceiver's Vambraces,,,STR: +2  AGI: +7  HP: +50 SV MAGIC: +3  SV POISON: +2,ROG,ALL except ERU HIE TRL OGR IKS,,,,True,False,True,,,,,
Deepwater Vambraces,,,,PAL,ALL except IKS,Soothe,,,True,True,False,,,,,
Donal's Vambraces of Mourning,,,,CLR,ALL except IKS,Valor,,,False,True,False,,,,,
Drake-hide Sleeves,,,STA: +3  HP: +10,ALL,ALL,,,,True,False,False,,,,,
Drakkel Steel Vambraces,,,STA: +1,WAR CLR PAL SHD BRD,BAR TRL OGR,,,,False,False,False,,,,,
Dreadscale Vambraces,,,STR: +4  DEX: +3  HP: +10,SHD,IKS,,,,True,True,False,,,,,
Dusty Burlap Sleeves,,,,ALL,ALL except DWF HFL GNM,,,,False,False,False,,,,,
Dusty Rusted Vambraces,,,AGI: -4  HP: +30,ALL except NEC WIZ MAG ENC,ALL except DWF HFL GNM,,,,True,True,False,,,,,
Dwarven Chain Sleeves,,,SV FIRE: +2,WAR CLR PAL RNG SHD BRD ROG SHM,ALL except BAR ERU TRL OGR IKS,,,,False,False,False,,,,,
Dwarven Plate Vambraces,,,SV FIRE: +4,WAR CLR PAL,DWF HFL GNM,,,,True,False,False,,,,,
Dwarven Plate Vambraces (Enchanted Imbued),,,STR: +5  STA: +6  WIS: +4 SV FIRE: +4  SV MAGIC: +2,WAR CLR PAL,DWF HFL GNM,,,,True,False,False,,,,,
Elder Spiritist's Vambraces,,,,DRU,HUM ELF HEF HFL,Drones of Doom,,,True,True,False,,,,,
Electrum Full Plate Vambraces,,,,WAR CLR PAL SHD BRD,HUM BAR ERU HEF,,,,False,False,False,,,,,
Elven Chainmail Sleeves,,,,ALL except SHD MNK SHM NEC,ELF HIE HEF,,,,False,False,False,,,,,
Embroidered Black Sleeves,,,HP: +10  MANA: +25,CLR DRU BRD SHM NEC WIZ MAG ENC,ALL,,,,True,False,False,,,,,
Enchanted Dwarven Plate Vambraces,,,STR: +5  STA: +6 SV FIRE: +4  SV MAGIC: +2,WAR CLR PAL SHD,DWF HFL GNM,,,,True,False,False,,,,,
Enchanted Elven Chainmail Sleeves,,,WIS: +2  INT: +2 SV MAGIC: +4,ALL except SHD MNK SHM NEC,ELF HIE HEF,,,,False,False,False,,,,,
Enchanted Full Plate Vambraces (electrum),,,DEX: +3 SV MAGIC: +3,WAR CLR PAL SHD BRD,HUM BAR ERU HEF,,,,True,False,False,,,,,
Enchanted Full Plate Vambraces (gold),,,CHA: +4   WIS: +2 SV DISEASE: +2,WAR CLR PAL SHD BRD,HUM BAR ERU HEF,,,,True,False,False,,,,,
Enchanted Full Plate Vambraces (platinum),,,STR: +2   INT: +4,WAR CLR PAL SHD BRD,HUM BAR ERU HEF,,,,True,False,False,,,,,
Enchanted Full Plate Vambraces (silver),,,STA: +4  AGI: +3,WAR CLR PAL SHD BRD,HUM BAR ERU HEF,,,,True,False,False,,,,,
Enchanted Teir`Dal Chain Sleeves,,,WIS: +2  INT: +2 SV MAGIC: +4,WAR CLR SHD BRD ROG NEC WIZ MAG ENC,DEF HEF,,,,False,False,False,,,,,
Eroded Leather Sleeves,,,,DRU MNK,ALL,,,,False,True,True,,,,,
Etched Iron Vambraces,,,SV MAGIC: +2,WAR CLR PAL SHD BRD,ALL except DWF TRL OGR HFL GNM IKS,,,,False,False,False,,,,,
Ethereal Mist Vambraces,,,STR: +9 SV MAGIC: +7,CLR,HUM ERU HIE DEF DWF HFL GNM,,,,True,False,True,,,,,
Faydark Ringmail Sleeves,,,CHA: +2,WAR CLR PAL RNG SHD BRD ROG SHM,ALL except TRL OGR,,,,False,False,False,,,,,
Field Plate Vambraces,,,,WAR CLR PAL SHD BRD,HUM BAR ERU HEF,,,,False,False,False,,,,,
Fiery Vambraces,,,SV FIRE: +5,WAR CLR PAL SHD BRD,ALL except IKS,,,,True,True,True,,,,,
Fine Plate Vambraces,,,,WAR CLR PAL SHD BRD,ALL except DWF TRL OGR HFL GNM IKS,,,,False,False,False,,,,,
Flayed Skin Sleeves,,,STA: +2  CHA: -2  AGI: +4  MANA: +20,SHD NEC,HUM ERU,,,,True,True,False,,,,,
Forest Stalker's Vambraces,,,STR: +2  WIS: +7  AGI: +2  MANA: +30 SV MAGIC: +3  SV POISON: +2,RNG,HUM ELF HEF HFL,,,,True,False,True,,,,,
Gatorscale Sleeves,,,INT: +4  HP: +15,ALL,ALL,,,,True,False,False,,,,,
Giant Scalemail Sleeves,,,WIS: +3  INT: -3  HP: +20,ALL except MNK,ALL except DWF HFL GNM,,,,True,False,False,,,,,
Gladiator's Chain Sleeves,,,STR: +9  DEX: +5  HP: +20 SV FIRE: +2  SV DISEASE: +2  SV COLD: +2  SV MAGIC: +3  SV POISON: +2,ALL except MNK NEC WIZ MAG ENC,ALL,,,,True,True,True,,,,,
Gnome Skin Sleeves,,,STR: +3 SV POISON: +5,ALL except NEC WIZ MAG ENC,ALL except DWF HFL GNM,,,,True,False,False,,,,,
Goblin Forged Iron Armplates,,,HP: +10 SV FIRE: -2,WAR CLR PAL RNG SHD BRD ROG SHM,ALL except BAR TRL OGR,,,,False,False,False,,,,,
Gold Full Plate Vambraces,,,,WAR CLR PAL SHD BRD,HUM BAR ERU HEF,,,,False,False,False,,,,,
Golden Efreeti Vambraces,,,DEX: +6  STA: +10,ALL,ALL except IKS,,,,True,True,True,,,,,
Golden Leaf Vambraces,,,STR: +5  STA: +10  HP: +30 SV FIRE: +4  SV MAGIC: +4,RNG,HUM ELF HEF HFL,,,,True,False,True,,,,,
Golden Star Arm Wraps,,,STR: +4  DEX: +4  STA: +2  HP: +35 SV FIRE: +2  SV DISEASE: +2  SV COLD: +2  SV MAGIC: +2  SV POISON: +2,MNK,HUM IKS,,,,True,False,True,,,,,
Gossamer Sleeves,,,,NEC WIZ MAG ENC,HUM ERU HIE DEF GNM IKS,,,,True,False,False,,,,,
Grand Master's Arm Wraps,,,STR: +4  DEX: +4  STA: +2  HP: +35 SV FIRE: +1  SV DISEASE: +1  SV COLD: +1  SV MAGIC: +1  SV POISON: +1,MNK,HUM IKS,,,,True,False,True,,,,,
Greenmist Vambraces,,,STR: +5  DEX: +6  WIS: +5  HP: +20,SHD,IKS,,,,True,True,True,,,,,
Guardian Arms,,,STR: +5  DEX: +4  HP: +15  MANA: +15,WAR CLR PAL SHD BRD,ALL except IKS,,,,True,True,True,,,,,
Haze Panther Sleeves,,,STR: +5  STA: +10  AGI: +10 SV MAGIC: +5,ROG,ALL except ERU HIE TRL OGR IKS,,,,False,False,False,,,,,
Heavy Dragonspine Vambraces,,,STR: +10 SV DISEASE: +6,WAR CLR PAL RNG SHD BRD ROG SHM,ALL,,,,True,True,False,,,,,
Hollowed Bone Bracers,,,MANA: +15 SV MAGIC: +7,CLR DRU BRD SHM NEC WIZ MAG ENC,ALL,,,,True,False,False,,,,,
Ice Silk Sleeves,,, CHA: +1  INT: +8  HP: +10  MANA: +10  SV COLD: +9,NEC WIZ MAG ENC,HUM ERU HIE DEF GNM IKS,,,,True,False,False,,,,,
Icicle Sleeves,,,STA: +9  INT: +6  HP: +35  MANA: +35 SV DISEASE: +4,WIZ,HUM ERU HIE DEF GNM,,,,True,False,True,,,,,
Illusionist's Sleeves,,,CHA: +7  INT: +5  HP: +10  MANA: +20 SV FIRE: +1  SV DISEASE: +4  SV COLD: +1  SV MAGIC: +1  SV POISON: +1,ENC,HUM ERU HIE DEF GNM,,,,True,False,True,,,,,
Imbrued Platemail Vambraces,,,INT: +9 SV POISON: +10,BRD,HUM ELF HEF,,,,True,False,True,,,,,
Imbued Cabilis Scale Sleeves,,,STR: +2  WIS: +2,WAR SHD SHM,IKS,,,,True,False,False,,,,,
Imbued Dwarven Chain Sleeves (Brell Serilis),,,STR: +3  STA: +4 SV FIRE: +2,WAR CLR PAL BRD ROG,HUM ELF DEF HEF DWF HFL GNM,,,,True,False,False,,,,,
Imbued Dwarven Chain Sleeves (Bristlebane),,,DEX: +3  AGI: +4 SV FIRE: +2,WAR CLR PAL BRD ROG,HUM ELF DEF HEF DWF HFL GNM,,,,True,False,False,,,,,
Imbued Dwarven Plate Vambraces,,,WIS: +4 SV FIRE: +4,WAR CLR PAL,DWF HFL GNM,,,,True,False,False,,,,,
Imbued Elven Chainmail Sleeves,,,CHA: +2  WIS: +3  INT: +3 SV MAGIC: +4,ALL except SHD MNK SHM NEC,ELF HIE HEF,,,,False,False,False,,,,,
Imbued Field Plate Vambraces (Bertoxxulous),,,STR: +2   CHA: -2   WIS: +2   INT: +4 SV DISEASE: +2,WAR CLR PAL SHD,HUM HEF,,,,False,False,False,,,,,
Imbued Field Plate Vambraces (Erollisi Marr),,,STR: +2   CHA: +2   WIS: +4,WAR CLR PAL BRD,HUM ELF HEF,,,,False,False,False,,,,,
Imbued Field Plate Vambraces (Innoruuk),,,STR: +2   WIS: +2   INT: +4,WAR CLR SHD,HUM HEF,,,,False,False,False,,,,,
Imbued Field Plate Vambraces (Karana),,,DEX: +2   STA: +2   WIS: +4,WAR CLR PAL BRD,HUM ELF HEF,,,,False,False,False,,,,,
Imbued Field Plate Vambraces (Mithaniel Marr),,,STR: +4   CHA: +2   WIS: +2 SV MAGIC: +2,WAR CLR PAL BRD,HUM ELF HEF,,,,False,False,False,,,,,
Imbued Field Plate Vambraces (Rallos Zek),,,STR: +6   STA: +2,WAR BRD,HUM BAR ELF HEF DWF HFL GNM,,,,False,False,False,,,,,
Imbued Field Plate Vambraces (Rodcet Nife),,,STA: +2   CHA: +2   WIS: +4,WAR CLR PAL BRD,HUM ELF HEF,,,,False,False,False,,,,,
Imbued Koada`Dal Mithril Vambraces,,,STR: +4  DEX: +5  CHA: +4  WIS: +4,WAR CLR PAL BRD,ELF HIE HEF,,,,True,False,False,,,,,
Imbued Mithril Reinforced Sleeves,,,CHA: +2  WIS: +2,WAR CLR PAL RNG DRU BRD ROG,HUM ELF HIE HEF,,,,True,False,False,,,,,
